CODIGO OFICINA;DENOMINACION OFICINA;CODIGO CECO;CODIGO OFICINA DIRECTA;CODIGO OFICINA DELEGADA;CODIGO DT;DENOMINACION DT;CODIGO DGT;DENOMINACION DGT;CODIGO SUBCENTRAL;DENOMINACION SUBCENTRAL;CLAVE DE PRODUCCION;CODIGO TIPO OFICINA;DENOMINACION TIPO DE OFICINA;CODIGO TIPO VIA;DENOMINACION TIPO VIA;DENOMINACION VIA;NUMERO VIA;COMPLEMENTO DENOMINACION VIA;CODIGO POSTAL;CODIGO PROVINCIA;DENOMINACION PROVINCIA;CODIGO LOCALIDAD;DENOMINACION LOCALIDAD;TELEFONOS OFICINA1;TELEFONOS OFICINA2;TELEFONOS OFICINA3;FAX OFICINA;EMAIL OFICINA;HORARIO_NORMAL_W;HORARIO_NORMAL_V;IND_HORARIO_NORMAL_S;HORARIO_NORMAL_S;HORARIO_VERANO_W;HORARIO_VERANO_V;IND_HORARIO_VERANO_S;HORARIO_VERANO_S;PERIODO_VERANO_S_N;PERIODO_INICIO_VERANO;PERIODO_FIN_VERANO;HORARIO_OBSERVACIONES;HORARIO_OBSERVACIONES_VERANO;CODIGO DEL RESPONSABLE;NOMBRE DEL RESPONSABLE;NUUMA RESPONSABLE;PERFIL RESPONSABLE;EMAIL RESPONSABLE;CODIGO DEL RESPONSABLE2;NOMBRE DEL RESPONSABLE2;NUUMA RESPONSABLE2;PERFIL RESPONSABLE2;EMAIL RESPONSABLE2;NOMBRE_MIEMBRO1;NUUMA_MIEMBRO1;PERFIL_MIEMBRO1;EMAIL_MIEMBRO1;NOMBRE_MIEMBRO2;NUUMA_MIEMBRO2;PERFIL_MIEMBRO2;EMAIL_MIEMBRO2;NOMBRE_MIEMBRO3;NUUMA_MIEMBRO3;PERFIL_MIEMBRO3;EMAIL_MIEMBRO3;NOMBRE_MIEMBRO4;NUUMA_MIEMBRO4;PERFIL_MIEMBRO4;EMAIL_MIEMBRO4;NOMBRE_MIEMBRO5;NUUMA_MIEMBRO5;PERFIL_MIEMBRO5;EMAIL_MIEMBRO5
L5624;ISLA MAYOR;4159;4119;4159;41;SEVILLA;03;SUROESTE;41;SEVILLA;5232453;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;NUESTRA SEÑORA DEL CARMEN;5;LOCAL 2;41140;41;SEVILLA;41140;ISLA MAYOR;955773382;;616521141;954777378;ramoll@mapfre.com;09:30 14:00 17:00 20:30;09:30 14:00 17:00 20:30;; ;09:30 14:00 18:00 21:00;09:30 14:30  ;; ;N;;;;;200023;RAUL MOLL ALAPONT;RAMOLL;Responsable;RAMOLL@mapfre.com;;;;Responsable2;;ESTEFANIA ORELLANA MURILLO;EORELLA;NO TITULAR;eorella@mapfre.com;MIRYAM MARTINEZ REYES;MRMIRYA;NO TITULAR;MRMIRYA@mapfre.com;MARIA DEL AGUILA MORENO NAVARRETE;MMOR17;NO TITULAR;MMOR17@mapfre.com;;;;;;;;
L5626;VILLANUEVA DEL RIO Y MINAS;4165;5144;4165;41;SEVILLA;03;SUROESTE;41;SEVILLA;5264143;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;ANTONIO MACHADO;35;;41350;41;SEVILLA;41350;VILLANUEVA DEL RIO Y MINAS;954747923;;;954747681;bornezl@mapfre.com;09:30 14:00 17:00 20:00;09:30 14:00 17:00 20:00;; ;10:00 13:30 18:00 20:30;10:00 13:30 18:00 20:30;; ;S;01-JUL-2017;31-AGO-2017;;;168982;MARIA SOLEDAD BORNEZ LLAMAS;BORNEZL;Responsable;bornezl@mapfre.com;;;;Responsable2;;VERONICA LORENTE CABEZA;LCVERO1;NO TITULAR;lcvero1@mapfre.com;;;;;;;;;;;;;;;;
L5627;UTRERA - Urb. MARIA AUXILIADORA;8275;5145;8275;41;SEVILLA;03;SUROESTE;41;SEVILLA;5279137;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;MARIA AUXILIADORA;S/N;EDF. CORREDERA;41710;41;SEVILLA;41710;UTRERA;955860520;;;;ELEAZAR@mapfre.com;09:30 13:30 17:00 20:00;09:30 13:30 17:00 20:00;; ;09:30 13:30 17:00 20:00;09:30 13:30 17:00 20:00;; ;S;01-JUN-2020;30-SEP-2020;;;291931;ELEAZAR TORIBIO TAPIADOR;ELEAZAR;Responsable;ELEAZAR@mapfre.com;;;;Responsable2;;;;;;;;;;;;;;;;;;;;;
L5628;BRENES;8278;5144;8278;41;SEVILLA;03;SUROESTE;41;SEVILLA;5238601;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;JOAQUIN TURINA;1;;41310;41;SEVILLA;41310;BRENES;955655859;;645773776;955655853;fatimat@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;   ;   ;; ;N;;;MISMO HORARIO TODO EL AÑO;;211642;FATIMA TEJERO MEJIAS;FATIMAT;Responsable;FATIMAT@mapfre.com;;;;Responsable2;;ELIZABETH BARRERA TEJERO;BTELIZA;NO TITULAR;bteliza@mapfre.com;MARIA JOSE TEJERO JAREÑO;MJTEJER;NO TITULAR;mjtejer@mapfre.com;;;;;;;;;;;;
L5629;DOS HERMANAS - REYES CATOLICOS;8297;5145;8297;41;SEVILLA;03;SUROESTE;41;SEVILLA;5239114;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;REYES CATOLICOS;104;;41702;41;SEVILLA;41702;DOS HERMANAS;955675370;;667085837;955675371;jfern34@mapfre.com;09:00 14:00 17:30 20:30;09:00 14:00 17:30 20:30;; ;09:00 14:00 18:00 21:00;09:00 14:00 18:00 21:00;; ;S;15-JUN-2018;15-SEP-2018;;;12129;JOSE MANUEL FERNANDEZ NAVARRETE;JFERN34;Responsable;jfern34@mapfre.com;;;;Responsable2;;PABLO FALCON DELGADO;PABLOFA;NO TITULAR;pablofa@mapfre.com;MARIA ROCIO IBAÑEZ OLIVA;MRIBANE;NO TITULAR;mribane@mapfre.com;;;;;;;;;;;;
L5631;ALCALA DE GUADAIRA - Urb. INSTITUTO;4169;5141;4169;41;SEVILLA;03;SUROESTE;41;SEVILLA;5250247;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;ATILANO ACEVEDO;2;EDF. MELARIA II LOCAL 2;41500;41;SEVILLA;41500;ALCALA DE GUADAIRA;955613571;;657800692;955610673;martiji@mapfre.com;09:30 14:00 17:30 20:30;09:30 14:00 17:30 20:30;; ;09:30 14:00 17:30 20:30;09:30 14:00 17:30 20:30;; ;S;15-JUN-2018;15-SEP-2018;;;48695;MANUEL GONZALEZ OROZCO;GOMANU1;Responsable;GOMANU1@mediador.mapfre.com;;;;Responsable2;;;;;;;;;;;;;;;;;;;;;
L5631;ALCALA DE GUADAIRA - Urb. INSTITUTO;4169;5141;4169;41;SEVILLA;03;SUROESTE;41;SEVILLA;5250247;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;ATILANO ACEVEDO;2;EDF. MELARIA II LOCAL 2;41500;41;SEVILLA;41500;ALCALA DE GUADAIRA;955613571;;657800692;955610673;martiji@mapfre.com;09:30 14:00 17:30 20:30;09:30 14:00 17:30 20:30;; ;09:30 14:00 17:30 20:30;09:30 14:00 17:30 20:30;; ;S;15-JUN-2018;15-SEP-2018;;;279731;IGNACIO & TOBALO SEGUROS SL  ;;Responsable;;;;;Responsable2;;;;;;;;;;;;;;;;;;;;;
L5632;DOS HERMANAS - Urb. CRISTO VERA CRUZ;4181;5145;4181;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230298;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;BRASIL;1;;41702;41;SEVILLA;41702;DOS HERMANAS;955664784;;607705240;955675390;mjoserr@mapfre.com;09:30 13:30 17:30 20:30;09:30 13:30 17:30 20:30;; ;09:30 13:30 18:00 21:00;09:30 13:30  ;; ;S;01-JUN-2017;30-SEP-2017;;;42980;MARIA JOSE SERRANO JIMENEZ;MJOSERR;Responsable;mjoserr@mapfre.com;;;;Responsable2;;MARIA ISABEL REDONDO CASTILLERO;MARREDO;NO TITULAR;MARREDO@mapfre.com;VALME SERRANO JIMENEZ;SERRANV;NO TITULAR;serranv@mapfre.com;;;;;;;;;;;;
L5632;DOS HERMANAS - Urb. CRISTO VERA CRUZ;4181;5145;4181;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230298;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;BRASIL;1;;41702;41;SEVILLA;41702;DOS HERMANAS;955664784;;607705240;955675390;mjoserr@mapfre.com;09:30 13:30 17:30 20:30;09:30 13:30 17:30 20:30;; ;09:30 13:30 18:00 21:00;09:30 13:30  ;; ;S;01-JUN-2017;30-SEP-2017;;;67077;FRANCISCO DE DIOS JIMENEZ, S.L.  ;;Responsable;;;;;Responsable2;;MARIA ISABEL REDONDO CASTILLERO;MARREDO;NO TITULAR;MARREDO@mapfre.com;VALME SERRANO JIMENEZ;SERRANV;NO TITULAR;serranv@mapfre.com;;;;;;;;;;;;
L5633;MAIRENA DEL ALJARAFE - SAN JUAN-PALOMARES;4152;4119;4152;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230553;OFICINAS TRADICIONALES;DELEGADA;;;Cra. San Juan-Palomares, km 5;;CC LOS ALTOS DE SIMÓN VERDE PASAJE CENTRAL LOCAL 50;41927;41;SEVILLA;41927;MAIRENA DEL ALJARAFE;954184527;;607480798;954184788;manurod@mapfre.com;09:00 14:00 17:00 20:00;   ;; ;09:00 14:00 17:30 20:30;   ;; ;N;;;V 09:00-14:00;;24983;RODRIGUEZ LEON MANUEL 000677178D, S.L.N.  E. ;;Responsable;;;;;Responsable2;;VERONICA VAZQUEZ SANCHEZ;VSVERON;NO TITULAR;vsveron@mapfre.com;ANTONIA SANCHEZ ROSADO;ASANC2;NO TITULAR;asanc2@mapfre.com;;;;;;;;;;;;
L5633;MAIRENA DEL ALJARAFE - SAN JUAN-PALOMARES;4152;4119;4152;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230553;OFICINAS TRADICIONALES;DELEGADA;;;Cra. San Juan-Palomares, km 5;;CC LOS ALTOS DE SIMÓN VERDE PASAJE CENTRAL LOCAL 50;41927;41;SEVILLA;41927;MAIRENA DEL ALJARAFE;954184527;;607480798;954184788;manurod@mapfre.com;09:00 14:00 17:00 20:00;   ;; ;09:00 14:00 17:30 20:30;   ;; ;N;;;V 09:00-14:00;;28444;MANUEL RODRIGUEZ LEON;MANUROD;Responsable;manurod@mapfre.com;;;;Responsable2;;VERONICA VAZQUEZ SANCHEZ;VSVERON;NO TITULAR;vsveron@mapfre.com;ANTONIA SANCHEZ ROSADO;ASANC2;NO TITULAR;asanc2@mapfre.com;;;;;;;;;;;;
L5634;MOLARES, LOS;8270;5145;8270;41;SEVILLA;03;SUROESTE;41;SEVILLA;5244285;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;DUQUE DE ALCALA;7;;41750;41;SEVILLA;41750;MOLARES, LOS;954865300;;667972239;;CAROFRA@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;   ;   ;; ;N;;;;;270001;FRANCISCO JAVIE CARO GARCIA;CAROFRA;Responsable;CAROFRA@MAPFRE.COM;;;;Responsable2;;CARMEN REINA UTRERA;CREINAU;NO TITULAR;creinau@mapfre.com;;;;;;;;;;;;;;;;
L5635;UTRERA - Urb. ANTONIO MACHADO;8276;5145;8276;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230589;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;ANTONIO MACHADO;1-3;;41710;41;SEVILLA;41710;UTRERA;955867856;;607239260;955867856;herrep@mapfre.com;09:30 14:00 17:30 20:30;09:30 14:00 17:30 20:30;N; ;09:30 14:00 18:00 21:00;09:30 14:00 18:00 21:00;N; ;N;;;SABADOS CERRADO;;18554;PATRICIA HERRERA MORENO;HERREP;Responsable;herrep@mapfre.com;;;;Responsable2;;JUAN JOSE NAVARRO HEREDIA;NJUANJO;NO TITULAR;NJUANJO@mapfre.com;LAURA LOPEZ MATOS;LLOP10;NO TITULAR;llop10@mapfre.com;MARIA CARMEN FUENTES ZABALA;MDFUENT;NO TITULAR;MDFUENT@mapfre.com;;;;;;;;
L5635;UTRERA - Urb. ANTONIO MACHADO;8276;5145;8276;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230589;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;ANTONIO MACHADO;1-3;;41710;41;SEVILLA;41710;UTRERA;955867856;;607239260;955867856;herrep@mapfre.com;09:30 14:00 17:30 20:30;09:30 14:00 17:30 20:30;N; ;09:30 14:00 18:00 21:00;09:30 14:00 18:00 21:00;N; ;N;;;SABADOS CERRADO;;48648;AGENCIA DE SEGUROS PATRICIA HERRERA, S.L . ;;Responsable;;;;;Responsable2;;JUAN JOSE NAVARRO HEREDIA;NJUANJO;NO TITULAR;NJUANJO@mapfre.com;LAURA LOPEZ MATOS;LLOP10;NO TITULAR;llop10@mapfre.com;MARIA CARMEN FUENTES ZABALA;MDFUENT;NO TITULAR;MDFUENT@mapfre.com;;;;;;;;
L5636;CARMONA - DOCTOR VILLA DIAZ;4193;4109;4193;41;SEVILLA;03;SUROESTE;41;SEVILLA;5231284;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;DOCTOR VILLA DIAZ;15;;41410;41;SEVILLA;41410;CARMONA;954191127;;651991687;954191127;aolivar@mapfre.com;09:30 14:00 17:00 20:30;09:30 14:00 17:00 20:30;; ;09:30 14:00 18:00 21:00;09:30 14:00 18:00 21:00;; ;N;;;;;2742;ANA OLIVARES HIDALGO;AOLIVAR;Responsable;aolivar@mapfre.com;;;;Responsable2;;ANA BELLOSO OLIVARES;BELLOSO;NO TITULAR;belloso@mapfre.com;LAURA BELLOSO OLIVARES;LBELLOS;NO TITULAR;LBELLOS@mapfre.com;;;;;;;;;;;;
L5637;BOLLULLOS DE LA MITACION;4149;4111;4149;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230532;OFICINAS TRADICIONALES;DELEGADA;;;Larga, 16;;;41110;41;SEVILLA;41110;BOLLULLOS DE LA MITACION;955766953;;669765805;955765903;mgonz25@mapfre.com;09:00 13:30 17:00 20:00;   ;; ;09:00 13:30 18:00 21:00;   ;; ;N;;;V 09:00-14:00;;22930;CUATROVISTAS DEL SUR, S.L.  ;;Responsable;;;;;Responsable2;;DIANA MARIA GALLEGO GONZALEZ;GGDIAN1;NO TITULAR;ggdian1@mapfre.com;;;;;;;;;;;;;;;;
L5637;BOLLULLOS DE LA MITACION;4149;4111;4149;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230532;OFICINAS TRADICIONALES;DELEGADA;;;Larga, 16;;;41110;41;SEVILLA;41110;BOLLULLOS DE LA MITACION;955766953;;669765805;955765903;mgonz25@mapfre.com;09:00 13:30 17:00 20:00;   ;; ;09:00 13:30 18:00 21:00;   ;; ;N;;;V 09:00-14:00;;29853;MANUEL GONZALEZ GALLEGO;MGONZ25;Responsable;mgonz25@mapfre.com;;;;Responsable2;;DIANA MARIA GALLEGO GONZALEZ;GGDIAN1;NO TITULAR;ggdian1@mapfre.com;;;;;;;;;;;;;;;;
L5638;BORMUJOS;4130;4111;4130;41;SEVILLA;03;SUROESTE;41;SEVILLA;5236271;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;DEL ALJARAFE;43;;41930;41;SEVILLA;41930;BORMUJOS;955725253;955725240;;955726993;domingm@mapfre.com;10:00 14:00 17:30 20:30;10:00 14:00 17:30 20:30;; ;09:00 15:00 17:00 19:00;09:00 15:00 17:00 19:00;; ;S;01-JUN-2020;30-SEP-2020;;AGOSTO DE 9 A 14:30;14309;MAGDALENA DOMINGUEZ GARRIDO;DOMINGM;Responsable;domingm@mapfre.com;;;;Responsable2;;ROCIO VAZQUEZ DOMINGUEZ;ROVAZQU;NO TITULAR;ROVAZQU@mapfre.com;MARIA JESUS VAZQUEZ DOMINGUEZ;VAZQMJ;NO TITULAR;vazqmj@mapfre.com;ROSARIO RODRIGUEZ GARRIDO;ROROSAR;NO TITULAR;rorosar@mapfre.com;;;;;;;;
L5638;BORMUJOS;4130;4111;4130;41;SEVILLA;03;SUROESTE;41;SEVILLA;5236271;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;DEL ALJARAFE;43;;41930;41;SEVILLA;41930;BORMUJOS;955725253;955725240;;955726993;domingm@mapfre.com;10:00 14:00 17:30 20:30;10:00 14:00 17:30 20:30;; ;09:00 15:00 17:00 19:00;09:00 15:00 17:00 19:00;; ;S;01-JUN-2020;30-SEP-2020;;AGOSTO DE 9 A 14:30;240324;SEGUROS MAGDALENA DOMINGUEZ S.L.  ;;Responsable;;;;;Responsable2;;ROCIO VAZQUEZ DOMINGUEZ;ROVAZQU;NO TITULAR;ROVAZQU@mapfre.com;MARIA JESUS VAZQUEZ DOMINGUEZ;VAZQMJ;NO TITULAR;vazqmj@mapfre.com;ROSARIO RODRIGUEZ GARRIDO;ROROSAR;NO TITULAR;rorosar@mapfre.com;;;;;;;;
L5639;MAIRENA DEL ALJARAFE - Urb. NUEVA;4151;4111;4151;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230588;OFICINAS TRADICIONALES;DELEGADA;;;Nueva, 39-41;;LOCAL 10 B;41927;41;SEVILLA;41927;MAIRENA DEL ALJARAFE;955601469;;625473943;954181730;antmate@mapfre.com;08:30 13:30 17:00 20:00;08:30 13:30  ;; ;   ;   ;; ;N;;;;;25292;SERVICIOS INTEGRALES HUSEGRA,S.L.  ;;Responsable;;;;;Responsable2;;RAQUEL MATEOS BARSOTTI;MATEBA;NO TITULAR;mateba@mapfre.com;MARIA ANTONIA BARBOTI MONTESINOS;MABARBO;NO TITULAR;MABARBO@mapfre.com;;;;;;;;;;;;
L5639;MAIRENA DEL ALJARAFE - Urb. NUEVA;4151;4111;4151;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230588;OFICINAS TRADICIONALES;DELEGADA;;;Nueva, 39-41;;LOCAL 10 B;41927;41;SEVILLA;41927;MAIRENA DEL ALJARAFE;955601469;;625473943;954181730;antmate@mapfre.com;08:30 13:30 17:00 20:00;08:30 13:30  ;; ;   ;   ;; ;N;;;;;41862;ANTONIO MATEOS PALACIOS;ANTMATE;Responsable;antmate@mapfre.com;;;;Responsable2;;RAQUEL MATEOS BARSOTTI;MATEBA;NO TITULAR;mateba@mapfre.com;MARIA ANTONIA BARBOTI MONTESINOS;MABARBO;NO TITULAR;MABARBO@mapfre.com;;;;;;;;;;;;
L5641;PUEBLA DEL RIO;4158;4119;4158;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230602;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;BLANCA PALOMA;11;;41130;41;SEVILLA;41130;PUEBLA DEL RIO;955770593;;607464619;955772061;cparejo@mapfre.com;10:00 14:00 17:00 20:00;10:00 14:00 17:00 20:00;; ;10:00 14:00 18:00 20:00;10:00 14:00 18:00 20:00;; ;S;15-JUN-2018;15-SEP-2018;;;4896;CAYETANA PEREJON SANCHEZ;CPAREJO;Responsable;cparejo@mapfre.com;;;;Responsable2;;MARIA DEL CARMEN SOBRINO ALVAREZ;SOBMARI;NO TITULAR;SOBMARI@mapfre.com;RAMON BARRAGAN BEJARANO;BARRAGR;NO TITULAR;BARRAGR@mapfre.com;;;;;;;;;;;;
L5641;PUEBLA DEL RIO;4158;4119;4158;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230602;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;BLANCA PALOMA;11;;41130;41;SEVILLA;41130;PUEBLA DEL RIO;955770593;;607464619;955772061;cparejo@mapfre.com;10:00 14:00 17:00 20:00;10:00 14:00 17:00 20:00;; ;10:00 14:00 18:00 20:00;10:00 14:00 18:00 20:00;; ;S;15-JUN-2018;15-SEP-2018;;;50405;SEGUROS RAMON BARRAGAN BEJARANO, S.L.  ;;Responsable;;;;;Responsable2;;MARIA DEL CARMEN SOBRINO ALVAREZ;SOBMARI;NO TITULAR;SOBMARI@mapfre.com;RAMON BARRAGAN BEJARANO;BARRAGR;NO TITULAR;BARRAGR@mapfre.com;;;;;;;;;;;;
L5644;ROSALES, LOS;8290;5144;8290;41;SEVILLA;03;SUROESTE;41;SEVILLA;5231267;OFICINAS TRADICIONALES;DELEGADA;;;Avd. de Sevilla, 3;;;41330;41;SEVILLA;41330;ROSALES, LOS;955645154;;639037687;;salmart@mapfre.com;10:00 14:00 17:30 20:30;10:00 14:00 17:30 20:30;; ;10:00 14:00 18:00 21:00;10:00 14:00 18:00 21:00;; ;N;;;;;20467;SALVADOR MARTIN ARENAS;SALMART;Responsable;salmart@mapfre.com;;;;Responsable2;;ANTONIA TRIVIÑO NIETO;ANTOTRI;NO TITULAR;ANTOTRI@mapfre.com;;;;;;;;;;;;;;;;
L5646;ALCALA DE GUADAIRA - Urb. LAS ANGUSTIA;4189;5141;4189;41;SEVILLA;03;SUROESTE;41;SEVILLA;5257091;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;EMILIA PARDO BAZAN;3;;41500;41;SEVILLA;41500;ALCALA DE GUADAIRA;955610613;;;955610613;MARINR1@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;09:00 14:00 18:00 20:30;09:00 14:00 18:00 20:30;; ;S;15-JUN-2016;15-SEP-2016;;;263658;MIGUEL ANGEL MARIN ROMERO;MARINR1;Responsable;MARINR1@mapfre.com;;;;Responsable2;;MARIA APARICIO CUEVAS;MAPARI2;NO TITULAR;mapari2@mapfre.com;;;;;;;;;;;;;;;;
L5647;MAIRENA DE ALCOR;5135;5141;5135;41;SEVILLA;03;SUROESTE;41;SEVILLA;5257669;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;CERVANTES;108;LOCAL 12-1;41510;41;SEVILLA;41510;MAIRENA DEL ALCOR;955746127;;;955545259;MORONGR@mapfre.com ;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;09:00 14:00 17:00 21:00;09:00 14:00 17:00 21:00;; ;S;01-JUL-2016;01-SEP-2016;;;270851;JUAN ALBERTO MORON GRANADOS;MORONGR;Responsable;MORONGR@mapfre.com;;;;Responsable2;;MARTA CHAMORRO ALCANTARA;MCHAMO3;NO TITULAR;mchamo3@mapfre.com;;;;;;;;;;;;;;;;
L5648;ALCALA DEL RIO;8951;5144;8951;41;SEVILLA;03;SUROESTE;41;SEVILLA;5231293;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;CONCORDIA;2;;41200;41;SEVILLA;41200;ALCALA DEL RIO;955652825;;607547424;955652826;adoming@mapfre.com;09:00 14:00 17:30 20:30;09:00 14:00 17:30 20:30;; ;09:00 14:00 18:00 20:30;09:00 14:00 18:00 20:30;; ;N;;;;;4177;AURELIO DOMINGUEZ ALEMAN;ADOMING;Responsable;adoming@mapfre.com;;;;Responsable2;;FERNANDO PIÑERO QUERO;PQFERNA;NO TITULAR;PQFERNA@mapfre.com;ELENA SOLEDAD DOMINGUEZ VIERA;DELENAS;NO TITULAR;DELENAS@mapfre.com;;;;;;;;;;;;
L5649;DOS HERMANAS - Urb. VISTAZUL;4195;5145;4195;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230551;OFICINAS TRADICIONALES;DELEGADA;;;Tajo, 21;;;41702;41;SEVILLA;41702;DOS HERMANAS;955675115;;655598106;955675986;mmorale@mapfre.com;09:30 14:00 17:00 20:30;09:30 14:00 17:00 20:30;; ;   ;   ;; ;N;;;;;24400;MIGUEL ANGEL MORALES, S.L.  ;;Responsable;;;;;Responsable2;;Mª LUISA LEON RAMOS;MLUISA1;NO TITULAR;MLUISA1@mapfre.com;SELENE MANUEL NOGUERAS;MANUES;NO TITULAR;manues@mapfre.com;;;;;;;;;;;;
L5649;DOS HERMANAS - Urb. VISTAZUL;4195;5145;4195;41;SEVILLA;03;SUROESTE;41;SEVILLA;5230551;OFICINAS TRADICIONALES;DELEGADA;;;Tajo, 21;;;41702;41;SEVILLA;41702;DOS HERMANAS;955675115;;655598106;955675986;mmorale@mapfre.com;09:30 14:00 17:00 20:30;09:30 14:00 17:00 20:30;; ;   ;   ;; ;N;;;;;39261;MIGUEL ANGEL MORALES PEREZ;MMORALE;Responsable;mmorale@mapfre.com;;;;Responsable2;;Mª LUISA LEON RAMOS;MLUISA1;NO TITULAR;MLUISA1@mapfre.com;SELENE MANUEL NOGUERAS;MANUES;NO TITULAR;manues@mapfre.com;;;;;;;;;;;;
L5650;OLVEGA;4210;4219;4210;40;CASTILLA-SURESTE;07;CENTRO;40;CASTILLA-SURESTE;5232076;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;DOCTOR SALCEDO;47;;42110;42;SORIA;42110;OLVEGA;976196001;;636478825;976196225;gjavier@mapfre.com;09:30 14:00 16:30 20:00;09:30 14:00 16:30 20:00;; ;09:30 14:00 16:30 20:00;09:30 14:00 16:30 20:00;; ;N;;;;;8365;JAVIER GARCIA GARCIA;GJAVIER;Responsable;gjavier@mapfre.com;;;;Responsable2;;MARIA JESUS GARCIA GARCIA;GGMAR13;NO TITULAR;ggmar13@mapfre.com;NOELIA CARRERA ARANDA;NOCARRE;NO TITULAR;NOCARRE@mapfre.com;;;;;;;;;;;;
L5654;TARRAGONA - Urb. S.PEDRO Y S.PABLO;4323;4316;4323;43;CATALUÑA SUR;02;CATALUÑA-BALEARES;43;CATALUÑA SUR;5240128;OFICINAS TRADICIONALES;DELEGADA;BL;BLOQUE;SANT JOAN;;;43007;43;TARRAGONA;43007;TARRAGONA;977200821;;;977200821;rsastre@mapfre.com;09:30 13:30 17:00 20:00;09:30 13:30 17:00 20:00;S;10:00 13:00;09:30 13:30 17:00 20:00;09:30 13:30 17:00 20:00;S;10:00 13:00;N;;;;;20292;ROSA SASTRE ROVIRA;RSASTRE;Responsable;rsastre@mapfre.com;;;;Responsable2;;ADRIANA CARMEN CAVALLARI .;CAVALLA;NO TITULAR;cavalla@mapfre.com;CARMEN AGUILAR MUÑOZ;CARAGUI;NO TITULAR;CARAGUI@mapfre.com;;;;;;;;;;;;
L5654;TARRAGONA - Urb. S.PEDRO Y S.PABLO;4323;4316;4323;43;CATALUÑA SUR;02;CATALUÑA-BALEARES;43;CATALUÑA SUR;5240128;OFICINAS TRADICIONALES;DELEGADA;BL;BLOQUE;SANT JOAN;;;43007;43;TARRAGONA;43007;TARRAGONA;977200821;;;977200821;rsastre@mapfre.com;09:30 13:30 17:00 20:00;09:30 13:30 17:00 20:00;S;10:00 13:00;09:30 13:30 17:00 20:00;09:30 13:30 17:00 20:00;S;10:00 13:00;N;;;;;258461;ASSESORS SANT PERE I SANT PAU 2013 S L  ;;Responsable;;;;;Responsable2;;ADRIANA CARMEN CAVALLARI .;CAVALLA;NO TITULAR;cavalla@mapfre.com;CARMEN AGUILAR MUÑOZ;CARAGUI;NO TITULAR;CARAGUI@mapfre.com;;;;;;;;;;;;
L5656;TARRAGONA - Urb. SAN SALVADOR;4345;4316;4345;43;CATALUÑA SUR;02;CATALUÑA-BALEARES;43;CATALUÑA SUR;5231523;OFICINAS TRADICIONALES;DELEGADA;;;Avda. Sant Salvador, 11;;;43130;43;TARRAGONA;43130;TARRAGONA;977522620;;686737685;977522620;jvillal@mapfre.com;09:00 13:30 16:30 20:00;09:00 13:30 16:30 20:00;; ;   ;   ;; ;N;;;;;13405;JUAN MANUEL VILLALOBOS DOBLADO;JVILLAL;Responsable;JVILLAL@MAPFRE.COM;;;;Responsable2;;NICOLE SFORZA .;SFORZAN;NO TITULAR;sforzan@mapfre.com;LAURA PLA BUSQUETS;LAURAPL;NO TITULAR;laurapl@mapfre.com;YOLANDA VILLALOBOS DOBLADO;YVILLAL;NO TITULAR;yvillal@mapfre.com;;;;;;;;
